county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail,provisional,federal
Sussex,"Branchville Boro, District 1",U.S.House,5,DEM,Josh Gottheimer,201,,,,,
Sussex,"Branchville Boro, District 1",U.S.House,5,REP,Mary Jo Guinchard,263,,,,,
Sussex,"Branchville Boro, District 1",U.S.House,5,GRN,Beau Forte,5,,,,,
Sussex,"Branchville Boro, District 1",U.S.House,5,LIB,James Tosone,3,,,,,
Sussex,"Branchville Boro, District 1",U.S.House,5,,Aamir Arif,1,,,,,
Sussex,"Branchville Boro, District 1",U.S.House,5,,Write-In Totals,0,,,,,
Sussex,"Branchville Boro, District 1",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,164,,,,,
Sussex,"Branchville Boro, District 1",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Branchville Boro, District 1",COUNTY COMMISSIONER,,REP,Christopher Carney,299,,,,,
Sussex,"Branchville Boro, District 1",COUNTY COMMISSIONER,,REP,Alan Henderson,243,,,,,
Sussex,"Branchville Boro, District 1",COUNTY COMMISSIONER,,,Write-In Totals,3,,,,,
Sussex,"Branchville Boro, District 1",BOROUGH COUNCIL Branchville Borough,,DEM,Jeffrey Lewis,246,,,,,
Sussex,"Branchville Boro, District 1",BOROUGH COUNCIL Branchville Borough,,,No Nomination Made,0,,,,,
Sussex,"Branchville Boro, District 1",BOROUGH COUNCIL Branchville Borough,,REP,Troy C. Orr,228,,,,,
Sussex,"Branchville Boro, District 1",BOROUGH COUNCIL Branchville Borough,,REP,Russell H. Bellis Jr.,275,,,,,
Sussex,"Branchville Boro, District 1",BOROUGH COUNCIL Branchville Borough,,,Write-In Totals,8,,,,,
Sussex,"Branchville Boro, District 1",MEMBERSHIP TO BOE - High Point Rgnl - Branchville Boro,,,Thomas Van Stone,366,,,,,
Sussex,"Branchville Boro, District 1",MEMBERSHIP TO BOE - High Point Rgnl - Branchville Boro,,,Write-In Totals,7,,,,,
Sussex,"Branchville Boro, District 1",MEMBERSHIP TO BOE - Frankford Twp,,,Jason Huhn,176,,,,,
Sussex,"Branchville Boro, District 1",MEMBERSHIP TO BOE - Frankford Twp,,,Kaitlin Frato,274,,,,,
Sussex,"Branchville Boro, District 1",MEMBERSHIP TO BOE - Frankford Twp,,,Mandy Jaust,263,,,,,
Sussex,"Branchville Boro, District 1",MEMBERSHIP TO BOE - Frankford Twp,,,Chelsea Stoll,244,,,,,
Sussex,"Branchville Boro, District 1",MEMBERSHIP TO BOE - Frankford Twp,,,Write-In Totals,7,,,,,
Sussex,"Byram Twp, District 1",Registered Voters,,,,1107,,,,,
Sussex,"Byram Twp, District 1",Ballots Cast,,,,833,278,438,111,5,1
Sussex,"Byram Twp, District 1",President,,DEM,Kamala D. Harris,299,,,,,
Sussex,"Byram Twp, District 1",President,,REP,Donald J. Trump,514,,,,,
Sussex,"Byram Twp, District 1",President,,CST,Randall A. Terry,1,,,,,
Sussex,"Byram Twp, District 1",President,,IND,Robert F. Kennedy Jr.,9,,,,,
Sussex,"Byram Twp, District 1",President,,LIB,Chase Oliver,0,,,,,
Sussex,"Byram Twp, District 1",President,,GRN,Jill Stein,1,,,,,
Sussex,"Byram Twp, District 1",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Byram Twp, District 1",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Byram Twp, District 1",President,,,Joseph Kishore,1,,,,,
Sussex,"Byram Twp, District 1",President,,,Write-In Totals,2,,,,,
Sussex,"Byram Twp, District 1",U.S. Senate,,DEM,Andy Kim,273,,,,,
Sussex,"Byram Twp, District 1",U.S. Senate,,REP,Curtis Bashaw,509,,,,,
Sussex,"Byram Twp, District 1",U.S. Senate,,SWP,Joanne Kuniansky,6,,,,,
Sussex,"Byram Twp, District 1",U.S. Senate,,GRN,Christina Khalil,9,,,,,
Sussex,"Byram Twp, District 1",U.S. Senate,,,Patricia G. Mooneyham,4,,,,,
Sussex,"Byram Twp, District 1",U.S. Senate,,LIB,Kenneth R. Kaplan,6,,,,,
Sussex,"Byram Twp, District 1",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Byram Twp, District 1",U.S.House,7,DEM,Sue Altman,265,,,,,
Sussex,"Byram Twp, District 1",U.S.House,7,REP,Thomas H. Kean Jr.,517,,,,,
Sussex,"Byram Twp, District 1",U.S.House,7,GRN,Andrew Black,9,,,,,
Sussex,"Byram Twp, District 1",U.S.House,7,LIB,Lana Leguia,10,,,,,
Sussex,"Byram Twp, District 1",U.S.House,7,,Write-In Totals,0,,,,,
Sussex,"Byram Twp, District 1",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,275,,,,,
Sussex,"Byram Twp, District 1",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Byram Twp, District 1",COUNTY COMMISSIONER,,REP,Christopher Carney,531,,,,,
Sussex,"Byram Twp, District 1",COUNTY COMMISSIONER,,REP,Alan Henderson,383,,,,,
Sussex,"Byram Twp, District 1",COUNTY COMMISSIONER,,,Write-In Totals,7,,,,,
Sussex,"Byram Twp, District 1",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Kim M. Dachisen,555,,,,,
Sussex,"Byram Twp, District 1",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Kimberly Marcisak,547,,,,,
Sussex,"Byram Twp, District 1",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Write-In Totals,15,,,,,
Sussex,"Byram Twp, District 2",Registered Voters,,,,1162,,,,,
Sussex,"Byram Twp, District 2",Ballots Cast,,,,881,242,513,118,7,1
Sussex,"Byram Twp, District 2",President,,DEM,Kamala D. Harris,326,,,,,
Sussex,"Byram Twp, District 2",President,,REP,Donald J. Trump,529,,,,,
Sussex,"Byram Twp, District 2",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Byram Twp, District 2",President,,IND,Robert F. Kennedy Jr.,7,,,,,
Sussex,"Byram Twp, District 2",President,,LIB,Chase Oliver,2,,,,,
Sussex,"Byram Twp, District 2",President,,GRN,Jill Stein,8,,,,,
Sussex,"Byram Twp, District 2",President,,,Claudia De la Cruz,1,,,,,
Sussex,"Byram Twp, District 2",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Byram Twp, District 2",President,,,Joseph Kishore,1,,,,,
Sussex,"Byram Twp, District 2",President,,,Write-In Totals,6,,,,,
Sussex,"Byram Twp, District 2",U.S. Senate,,DEM,Andy Kim,321,,,,,
Sussex,"Byram Twp, District 2",U.S. Senate,,REP,Curtis Bashaw,486,,,,,
Sussex,"Byram Twp, District 2",U.S. Senate,,SWP,Joanne Kuniansky,6,,,,,
Sussex,"Byram Twp, District 2",U.S. Senate,,GRN,Christina Khalil,12,,,,,
Sussex,"Byram Twp, District 2",U.S. Senate,,,Patricia G. Mooneyham,5,,,,,
Sussex,"Byram Twp, District 2",U.S. Senate,,LIB,Kenneth R. Kaplan,14,,,,,
Sussex,"Byram Twp, District 2",U.S. Senate,,,Write-In Totals,2,,,,,
Sussex,"Byram Twp, District 2",U.S.House,7,DEM,Sue Altman,305,,,,,
Sussex,"Byram Twp, District 2",U.S.House,7,REP,Thomas H. Kean Jr.,496,,,,,
Sussex,"Byram Twp, District 2",U.S.House,7,GRN,Andrew Black,19,,,,,
Sussex,"Byram Twp, District 2",U.S.House,7,LIB,Lana Leguia,17,,,,,
Sussex,"Byram Twp, District 2",U.S.House,7,,Write-In Totals,2,,,,,
Sussex,"Byram Twp, District 2",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,314,,,,,
Sussex,"Byram Twp, District 2",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Byram Twp, District 2",COUNTY COMMISSIONER,,REP,Christopher Carney,516,,,,,
Sussex,"Byram Twp, District 2",COUNTY COMMISSIONER,,REP,Alan Henderson,384,,,,,
Sussex,"Byram Twp, District 2",COUNTY COMMISSIONER,,,Write-In Totals,18,,,,,
Sussex,"Byram Twp, District 2",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Kim M. Dachisen,559,,,,,
Sussex,"Byram Twp, District 2",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Kimberly Marcisak,530,,,,,
Sussex,"Byram Twp, District 2",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Write-In Totals,24,,,,,
Sussex,"Byram Twp, District 3",Registered Voters,,,,1135,,,,,
Sussex,"Byram Twp, District 3",Ballots Cast,,,,846,233,486,119,5,3
Sussex,"Byram Twp, District 3",President,,DEM,Kamala D. Harris,373,,,,,
Sussex,"Byram Twp, District 3",President,,REP,Donald J. Trump,454,,,,,
Sussex,"Byram Twp, District 3",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Byram Twp, District 3",President,,IND,Robert F. Kennedy Jr.,10,,,,,
Sussex,"Byram Twp, District 3",President,,LIB,Chase Oliver,3,,,,,
Sussex,"Byram Twp, District 3",President,,GRN,Jill Stein,2,,,,,
Sussex,"Byram Twp, District 3",President,,,Claudia De la Cruz,1,,,,,
Sussex,"Byram Twp, District 3",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Byram Twp, District 3",President,,,Joseph Kishore,0,,,,,
Sussex,"Byram Twp, District 3",President,,,Write-In Totals,2,,,,,
Sussex,"Byram Twp, District 3",U.S. Senate,,DEM,Andy Kim,372,,,,,
Sussex,"Byram Twp, District 3",U.S. Senate,,REP,Curtis Bashaw,425,,,,,
Sussex,"Byram Twp, District 3",U.S. Senate,,SWP,Joanne Kuniansky,5,,,,,
Sussex,"Byram Twp, District 3",U.S. Senate,,GRN,Christina Khalil,6,,,,,
Sussex,"Byram Twp, District 3",U.S. Senate,,,Patricia G. Mooneyham,1,,,,,
Sussex,"Byram Twp, District 3",U.S. Senate,,LIB,Kenneth R. Kaplan,7,,,,,
Sussex,"Byram Twp, District 3",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Byram Twp, District 3",U.S.House,7,DEM,Sue Altman,355,,,,,
Sussex,"Byram Twp, District 3",U.S.House,7,REP,Thomas H. Kean Jr.,442,,,,,
Sussex,"Byram Twp, District 3",U.S.House,7,GRN,Andrew Black,10,,,,,
Sussex,"Byram Twp, District 3",U.S.House,7,LIB,Lana Leguia,15,,,,,
Sussex,"Byram Twp, District 3",U.S.House,7,,Write-In Totals,1,,,,,
Sussex,"Byram Twp, District 3",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,364,,,,,
Sussex,"Byram Twp, District 3",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Byram Twp, District 3",COUNTY COMMISSIONER,,REP,Christopher Carney,475,,,,,
Sussex,"Byram Twp, District 3",COUNTY COMMISSIONER,,REP,Alan Henderson,348,,,,,
Sussex,"Byram Twp, District 3",COUNTY COMMISSIONER,,,Write-In Totals,23,,,,,
Sussex,"Byram Twp, District 3",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Kim M. Dachisen,560,,,,,
Sussex,"Byram Twp, District 3",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Kimberly Marcisak,549,,,,,
Sussex,"Byram Twp, District 3",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Write-In Totals,20,,,,,
Sussex,"Byram Twp, District 4",Registered Voters,,,,1065,,,,,
Sussex,"Byram Twp, District 4",Ballots Cast,,,,787,309,371,99,7,1
Sussex,"Byram Twp, District 4",President,,DEM,Kamala D. Harris,298,,,,,
Sussex,"Byram Twp, District 4",President,,REP,Donald J. Trump,470,,,,,
Sussex,"Byram Twp, District 4",President,,CST,Randall A. Terry,1,,,,,
Sussex,"Byram Twp, District 4",President,,IND,Robert F. Kennedy Jr.,5,,,,,
Sussex,"Byram Twp, District 4",President,,LIB,Chase Oliver,3,,,,,
Sussex,"Byram Twp, District 4",President,,GRN,Jill Stein,0,,,,,
Sussex,"Byram Twp, District 4",President,,,Claudia De la Cruz,2,,,,,
Sussex,"Byram Twp, District 4",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Byram Twp, District 4",President,,,Joseph Kishore,0,,,,,
Sussex,"Byram Twp, District 4",President,,,Write-In Totals,5,,,,,
Sussex,"Byram Twp, District 4",U.S. Senate,,DEM,Andy Kim,283,,,,,
Sussex,"Byram Twp, District 4",U.S. Senate,,REP,Curtis Bashaw,460,,,,,
Sussex,"Byram Twp, District 4",U.S. Senate,,SWP,Joanne Kuniansky,1,,,,,
Sussex,"Byram Twp, District 4",U.S. Senate,,GRN,Christina Khalil,12,,,,,
Sussex,"Byram Twp, District 4",U.S. Senate,,,Patricia G. Mooneyham,2,,,,,
Sussex,"Byram Twp, District 4",U.S. Senate,,LIB,Kenneth R. Kaplan,7,,,,,
Sussex,"Byram Twp, District 4",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Byram Twp, District 4",U.S.House,7,DEM,Sue Altman,269,,,,,
Sussex,"Byram Twp, District 4",U.S.House,7,REP,Thomas H. Kean Jr.,480,,,,,
Sussex,"Byram Twp, District 4",U.S.House,7,GRN,Andrew Black,15,,,,,
Sussex,"Byram Twp, District 4",U.S.House,7,LIB,Lana Leguia,8,,,,,
Sussex,"Byram Twp, District 4",U.S.House,7,,Write-In Totals,1,,,,,
Sussex,"Byram Twp, District 4",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,275,,,,,
Sussex,"Byram Twp, District 4",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Byram Twp, District 4",COUNTY COMMISSIONER,,REP,Christopher Carney,468,,,,,
Sussex,"Byram Twp, District 4",COUNTY COMMISSIONER,,REP,Alan Henderson,382,,,,,
Sussex,"Byram Twp, District 4",COUNTY COMMISSIONER,,,Write-In Totals,13,,,,,
Sussex,"Byram Twp, District 4",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Kim M. Dachisen,500,,,,,
Sussex,"Byram Twp, District 4",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Kimberly Marcisak,517,,,,,
Sussex,"Byram Twp, District 4",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Write-In Totals,15,,,,,
Sussex,"Byram Twp, District 5",Registered Voters,,,,874,,,,,
Sussex,"Byram Twp, District 5",Ballots Cast,,,,652,235,341,63,13,0
Sussex,"Byram Twp, District 5",President,,DEM,Kamala D. Harris,217,,,,,
Sussex,"Byram Twp, District 5",President,,REP,Donald J. Trump,422,,,,,
Sussex,"Byram Twp, District 5",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Byram Twp, District 5",President,,IND,Robert F. Kennedy Jr.,5,,,,,
Sussex,"Byram Twp, District 5",President,,LIB,Chase Oliver,2,,,,,
Sussex,"Byram Twp, District 5",President,,GRN,Jill Stein,2,,,,,
Sussex,"Byram Twp, District 5",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Byram Twp, District 5",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Byram Twp, District 5",President,,,Joseph Kishore,1,,,,,
Sussex,"Byram Twp, District 5",President,,,Write-In Totals,2,,,,,
Sussex,"Byram Twp, District 5",U.S. Senate,,DEM,Andy Kim,225,,,,,
Sussex,"Byram Twp, District 5",U.S. Senate,,REP,Curtis Bashaw,393,,,,,
Sussex,"Byram Twp, District 5",U.S. Senate,,SWP,Joanne Kuniansky,1,,,,,
Sussex,"Byram Twp, District 5",U.S. Senate,,GRN,Christina Khalil,3,,,,,
Sussex,"Byram Twp, District 5",U.S. Senate,,,Patricia G. Mooneyham,1,,,,,
Sussex,"Byram Twp, District 5",U.S. Senate,,LIB,Kenneth R. Kaplan,11,,,,,
Sussex,"Byram Twp, District 5",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Byram Twp, District 5",U.S.House,7,DEM,Sue Altman,216,,,,,
Sussex,"Byram Twp, District 5",U.S.House,7,REP,Thomas H. Kean Jr.,400,,,,,
Sussex,"Byram Twp, District 5",U.S.House,7,GRN,Andrew Black,13,,,,,
Sussex,"Byram Twp, District 5",U.S.House,7,LIB,Lana Leguia,6,,,,,
Sussex,"Byram Twp, District 5",U.S.House,7,,Write-In Totals,0,,,,,
Sussex,"Byram Twp, District 5",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,223,,,,,
Sussex,"Byram Twp, District 5",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Byram Twp, District 5",COUNTY COMMISSIONER,,REP,Christopher Carney,406,,,,,
Sussex,"Byram Twp, District 5",COUNTY COMMISSIONER,,REP,Alan Henderson,299,,,,,
Sussex,"Byram Twp, District 5",COUNTY COMMISSIONER,,,Write-In Totals,16,,,,,
Sussex,"Byram Twp, District 5",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Kim M. Dachisen,435,,,,,
Sussex,"Byram Twp, District 5",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Kimberly Marcisak,429,,,,,
Sussex,"Byram Twp, District 5",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Write-In Totals,9,,,,,
Sussex,"Byram Twp, District 6",Registered Voters,,,,1537,,,,,
Sussex,"Byram Twp, District 6",Ballots Cast,,,,1104,381,558,143,17,5
Sussex,"Byram Twp, District 6",President,,DEM,Kamala D. Harris,424,,,,,
Sussex,"Byram Twp, District 6",President,,REP,Donald J. Trump,656,,,,,
Sussex,"Byram Twp, District 6",President,,CST,Randall A. Terry,1,,,,,
Sussex,"Byram Twp, District 6",President,,IND,Robert F. Kennedy Jr.,7,,,,,
Sussex,"Byram Twp, District 6",President,,LIB,Chase Oliver,4,,,,,
Sussex,"Byram Twp, District 6",President,,GRN,Jill Stein,7,,,,,
Sussex,"Byram Twp, District 6",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Byram Twp, District 6",President,,SWP,Rachele Fruit,1,,,,,
Sussex,"Byram Twp, District 6",President,,,Joseph Kishore,1,,,,,
Sussex,"Byram Twp, District 6",President,,,Write-In Totals,1,,,,,
Sussex,"Byram Twp, District 6",U.S. Senate,,DEM,Andy Kim,402,,,,,
Sussex,"Byram Twp, District 6",U.S. Senate,,REP,Curtis Bashaw,636,,,,,
Sussex,"Byram Twp, District 6",U.S. Senate,,SWP,Joanne Kuniansky,3,,,,,
Sussex,"Byram Twp, District 6",U.S. Senate,,GRN,Christina Khalil,18,,,,,
Sussex,"Byram Twp, District 6",U.S. Senate,,,Patricia G. Mooneyham,2,,,,,
Sussex,"Byram Twp, District 6",U.S. Senate,,LIB,Kenneth R. Kaplan,8,,,,,
Sussex,"Byram Twp, District 6",U.S. Senate,,,Write-In Totals,1,,,,,
Sussex,"Byram Twp, District 6",U.S.House,7,DEM,Sue Altman,387,,,,,
Sussex,"Byram Twp, District 6",U.S.House,7,REP,Thomas H. Kean Jr.,642,,,,,
Sussex,"Byram Twp, District 6",U.S.House,7,GRN,Andrew Black,28,,,,,
Sussex,"Byram Twp, District 6",U.S.House,7,LIB,Lana Leguia,14,,,,,
Sussex,"Byram Twp, District 6",U.S.House,7,,Write-In Totals,1,,,,,
Sussex,"Byram Twp, District 6",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,390,,,,,
Sussex,"Byram Twp, District 6",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Byram Twp, District 6",COUNTY COMMISSIONER,,REP,Christopher Carney,688,,,,,
Sussex,"Byram Twp, District 6",COUNTY COMMISSIONER,,REP,Alan Henderson,495,,,,,
Sussex,"Byram Twp, District 6",COUNTY COMMISSIONER,,,Write-In Totals,26,,,,,
Sussex,"Byram Twp, District 6",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Kim M. Dachisen,694,,,,,
Sussex,"Byram Twp, District 6",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Kimberly Marcisak,698,,,,,
Sussex,"Byram Twp, District 6",MEMBERSHIP TO BOE - Lenape Valley Rgnl - Byram Twp,,,Write-In Totals,36,,,,,
Sussex,"Frankford Twp, District 1",Registered Voters,,,,1090,,,,,
Sussex,"Frankford Twp, District 1",Ballots Cast,,,,801,216,463,114,8,0
Sussex,"Frankford Twp, District 1",President,,DEM,Kamala D. Harris,248,,,,,
Sussex,"Frankford Twp, District 1",President,,REP,Donald J. Trump,527,,,,,
Sussex,"Frankford Twp, District 1",President,,CST,Randall A. Terry,1,,,,,
Sussex,"Frankford Twp, District 1",President,,IND,Robert F. Kennedy Jr.,7,,,,,
Sussex,"Frankford Twp, District 1",President,,LIB,Chase Oliver,3,,,,,
Sussex,"Frankford Twp, District 1",President,,GRN,Jill Stein,8,,,,,
Sussex,"Frankford Twp, District 1",President,,,Claudia De la Cruz,2,,,,,
Sussex,"Frankford Twp, District 1",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Frankford Twp, District 1",President,,,Joseph Kishore,0,,,,,
Sussex,"Frankford Twp, District 1",President,,,Write-In Totals,1,,,,,
Sussex,"Frankford Twp, District 1",U.S. Senate,,DEM,Andy Kim,238,,,,,
Sussex,"Frankford Twp, District 1",U.S. Senate,,REP,Curtis Bashaw,521,,,,,
Sussex,"Frankford Twp, District 1",U.S. Senate,,SWP,Joanne Kuniansky,3,,,,,
Sussex,"Frankford Twp, District 1",U.S. Senate,,GRN,Christina Khalil,10,,,,,
Sussex,"Frankford Twp, District 1",U.S. Senate,,,Patricia G. Mooneyham,4,,,,,
Sussex,"Frankford Twp, District 1",U.S. Senate,,LIB,Kenneth R. Kaplan,6,,,,,
Sussex,"Frankford Twp, District 1",U.S. Senate,,,Write-In Totals,2,,,,,
Sussex,"Frankford Twp, District 1",U.S.House,5,DEM,Josh Gottheimer,267,,,,,
Sussex,"Frankford Twp, District 1",U.S.House,5,REP,Mary Jo Guinchard,502,,,,,
Sussex,"Frankford Twp, District 1",U.S.House,5,GRN,Beau Forte,7,,,,,
Sussex,"Frankford Twp, District 1",U.S.House,5,LIB,James Tosone,4,,,,,
Sussex,"Frankford Twp, District 1",U.S.House,5,,Aamir Arif,3,,,,,
Sussex,"Frankford Twp, District 1",U.S.House,5,,Write-In Totals,0,,,,,
Sussex,"Frankford Twp, District 1",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,221,,,,,
Sussex,"Frankford Twp, District 1",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Frankford Twp, District 1",COUNTY COMMISSIONER,,REP,Christopher Carney,525,,,,,
Sussex,"Frankford Twp, District 1",COUNTY COMMISSIONER,,REP,Alan Henderson,442,,,,,
Sussex,"Frankford Twp, District 1",COUNTY COMMISSIONER,,,Write-In Totals,18,,,,,
Sussex,"Frankford Twp, District 1",TOWNSHIP COMMITTEE Frankford Township,,,No Nomination Made,0,,,,,
Sussex,"Frankford Twp, District 1",TOWNSHIP COMMITTEE Frankford Township,,REP,Edwin F. Risdon Jr.,621,,,,,
Sussex,"Frankford Twp, District 1",TOWNSHIP COMMITTEE Frankford Township,,,Write-In Totals,22,,,,,
Sussex,"Frankford Twp, District 1",MEMBERSHIP TO BOE - High Point Rgnl - Frankford Twp,,,"Larissa ""Lara"" Longberg",560,,,,,
Sussex,"Frankford Twp, District 1",MEMBERSHIP TO BOE - High Point Rgnl - Frankford Twp,,,Write-In Totals,11,,,,,
Sussex,"Frankford Twp, District 1",MEMBERSHIP TO BOE - Frankford Twp,,,Jason Huhn,262,,,,,
Sussex,"Frankford Twp, District 1",MEMBERSHIP TO BOE - Frankford Twp,,,Kaitlin Frato,481,,,,,
Sussex,"Frankford Twp, District 1",MEMBERSHIP TO BOE - Frankford Twp,,,Mandy Jaust,445,,,,,
Sussex,"Frankford Twp, District 1",MEMBERSHIP TO BOE - Frankford Twp,,,Chelsea Stoll,436,,,,,
Sussex,"Frankford Twp, District 1",MEMBERSHIP TO BOE - Frankford Twp,,,Write-In Totals,18,,,,,
Sussex,"Frankford Twp, District 2",Registered Voters,,,,1058,,,,,
Sussex,"Frankford Twp, District 2",Ballots Cast,,,,784,217,440,121,5,1
Sussex,"Frankford Twp, District 2",President,,DEM,Kamala D. Harris,255,,,,,
Sussex,"Frankford Twp, District 2",President,,REP,Donald J. Trump,517,,,,,
Sussex,"Frankford Twp, District 2",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Frankford Twp, District 2",President,,IND,Robert F. Kennedy Jr.,2,,,,,
Sussex,"Frankford Twp, District 2",President,,LIB,Chase Oliver,0,,,,,
Sussex,"Frankford Twp, District 2",President,,GRN,Jill Stein,1,,,,,
Sussex,"Frankford Twp, District 2",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Frankford Twp, District 2",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Frankford Twp, District 2",President,,,Joseph Kishore,0,,,,,
Sussex,"Frankford Twp, District 2",President,,,Write-In Totals,5,,,,,
Sussex,"Frankford Twp, District 2",U.S. Senate,,DEM,Andy Kim,235,,,,,
Sussex,"Frankford Twp, District 2",U.S. Senate,,REP,Curtis Bashaw,509,,,,,
Sussex,"Frankford Twp, District 2",U.S. Senate,,SWP,Joanne Kuniansky,3,,,,,
Sussex,"Frankford Twp, District 2",U.S. Senate,,GRN,Christina Khalil,4,,,,,
Sussex,"Frankford Twp, District 2",U.S. Senate,,,Patricia G. Mooneyham,3,,,,,
Sussex,"Frankford Twp, District 2",U.S. Senate,,LIB,Kenneth R. Kaplan,8,,,,,
Sussex,"Frankford Twp, District 2",U.S. Senate,,,Write-In Totals,0,,,,,
